,SOL,BNB,XRP,ADA,DOGE,TRX,AVAX,LINK,DOT,LTC,BCH,UNI,ATOM,XLM,ETC,NEAR,FIL,APT,ICP,HBAR,SUI,ARB,OP,INJ,SHIB,TON,PEPE,AAVE,MKR,VET,RENDER,ALGO
2022-04-18,102.33,416.8,0.7699,0.937,0.1402,0.06148,77.73,14.06,18.15,111.3,340.3,9.38,24.07,0.2049,36.9,16.169,19.63,,16.99,0.1949,,,,5.094,2.523e-05,,,169.0,1818.0,0.0596,,0.7365
2022-04-19,108.51,422.3,0.7749,0.952,0.1425,0.0631,80.28,14.24,18.88,113.8,340.5,9.55,24.67,0.2039,37.8,17.417,20.42,,17.43,0.1992,,,,5.22,2.542e-05,,,183.0,1857.0,0.0616,,0.7589
2022-04-20,105.59,418.4,0.7517,0.937,0.1407,0.06261,78.21,14.02,19.09,111.9,330.7,9.32,24.27,0.2002,36.54,16.654,19.61,,17.09,0.1962,,,,5.159,2.483e-05,,,186.2,1808.0,0.06076,,0.7415
2022-04-21,101.78,404.9,0.7328,0.91,0.1362,0.07112,75.02,13.57,18.18,106.8,315.6,8.85,23.3,0.1966,34.89,15.64,18.85,,16.46,0.1909,,,,4.954,2.431e-05,,,173.7,1725.0,0.05872,,0.7184
2022-04-22,100.55,406.6,0.7179,0.906,0.1363,0.06661,74.03,13.58,18.28,105.4,321.1,8.91,23.1,0.1953,35.53,15.569,19.29,,16.59,0.1897,,,,4.881,2.429e-05,,,176.9,1728.0,0.05779,,0.7191
2022-04-23,100.63,401.1,0.7057,0.886,0.1339,0.06761,72.83,13.31,18.69,105.1,312.5,8.9,23.21,0.1914,34.54,15.326,18.93,,16.47,0.1869,,,,4.725,2.41e-05,,,173.4,1719.0,0.05745,,0.7074
2022-04-24,99.23,398.8,0.6981,0.886,0.1317,0.06567,71.51,13.26,18.17,104.6,307.7,8.71,22.29,0.1896,33.63,15.006,18.91,,16.21,0.1858,,,,4.572,2.396e-05,,,166.4,1731.0,0.05592,,0.7011
2022-04-25,100.99,404.3,0.6931,0.8974,0.1581,0.06531,72.88,13.44,18.1,104.6,314.5,8.73,22.13,0.1922,33.64,14.275,18.63,,16.14,0.1816,,,,4.522,2.431e-05,,,168.9,1754.0,0.05633,,0.703
2022-04-26,95.7,385.9,0.642,0.8259,0.1376,0.0619,68.7,12.37,16.68,98.6,296.0,8.01,20.3,0.1805,30.69,12.685,17.29,,14.99,0.1676,,,,4.147,2.297e-05,,,158.0,1622.0,0.05117,,0.656
2022-04-27,98.36,391.3,0.6522,0.8401,0.14,0.06318,69.86,12.74,16.94,100.5,307.2,8.23,21.43,0.1842,31.27,12.879,17.7,,15.3,0.1694,,,,4.26,2.343e-05,,,168.4,1672.0,0.05202,,0.6712
2022-04-28,98.24,407.1,0.6428,0.8432,0.1375,0.06372,67.26,12.66,16.99,103.3,306.5,8.16,20.75,0.1858,31.12,12.402,18.09,,15.11,0.1699,,,,4.125,2.294e-05,,,166.1,1642.0,0.05158,,0.6982
2022-04-29,93.96,393.0,0.6116,0.8048,0.1349,0.06368,63.4,11.97,16.19,100.4,294.6,7.61,19.44,0.1778,29.19,11.289,17.31,,14.16,0.1589,,,,3.954,2.22e-05,,,157.3,1559.0,0.04851,,0.6381
2022-04-30,84.63,377.1,0.5845,0.7556,0.1274,0.06262,56.98,10.95,14.5,95.8,277.7,6.75,17.84,0.1689,25.89,10.336,14.23,,12.4,0.1414,,,,3.648,2.016e-05,,,142.3,1457.0,0.0453,,0.5673
2022-05-01,89.68,389.9,0.607,0.7895,0.1327,0.07079,58.77,11.31,15.36,99.3,284.0,7.12,18.0,0.1757,27.66,11.837,15.12,,13.05,0.1459,,,,3.614,2.155e-05,,,146.5,1450.0,0.04849,,0.6016
2022-05-02,87.5,389.5,0.6143,0.7809,0.1308,0.06894,60.34,11.17,14.96,100.7,285.0,6.94,17.8,0.1735,27.41,11.849,14.62,,12.94,0.1399,,,,3.564,2.067e-05,,,144.2,1486.0,0.0475,,0.6161
2022-05-03,85.86,383.9,0.6047,0.7711,0.1295,0.07261,59.63,11.12,14.72,99.4,279.4,6.85,17.57,0.172,26.83,11.998,14.62,,12.81,0.1385,,,,4.347,2.031e-05,,,141.1,1401.0,0.04681,,0.671
2022-05-04,92.77,402.6,0.6459,0.8985,0.1359,0.08629,67.27,12.2,16.34,106.3,300.0,7.93,19.92,0.1847,30.64,12.979,15.72,,14.28,0.1512,,,,4.223,2.18e-05,,,159.5,1495.0,0.05392,,0.7157
2022-05-05,84.52,378.4,0.5981,0.7884,0.1282,0.07451,59.04,10.91,14.58,96.8,277.3,7.34,17.84,0.1711,28.31,11.217,13.99,,12.71,0.1355,,,,3.777,2.027e-05,,,141.4,1379.0,0.04758,,0.634
2022-05-06,81.68,379.1,0.6022,0.7832,0.1278,0.08629,57.0,10.79,14.32,96.7,274.9,7.59,17.67,0.1715,27.95,10.779,13.87,,12.45,0.1339,,,,3.869,2.001e-05,,,138.4,1334.0,0.04703,,0.6973
2022-05-07,78.86,365.5,0.5808,0.7604,0.1275,0.08351,55.04,10.21,13.75,94.3,268.0,7.18,16.43,0.1675,26.84,10.438,13.25,,12.05,0.1303,,,,3.661,1.928e-05,,,132.1,1264.0,0.04552,,0.7487
2022-05-08,75.38,355.9,0.5662,0.7403,0.1241,0.08794,51.62,10.0,13.25,93.9,261.7,7.09,15.7,0.1616,26.52,11.145,13.1,,11.9,0.1278,,,,3.535,1.843e-05,,,125.9,1191.0,0.04448,,0.7292
2022-05-09,62.16,296.1,0.4873,0.6019,0.1019,0.07272,41.2,8.1,10.62,76.2,217.9,5.95,12.51,0.1406,22.72,9.399,11.02,,9.91,0.1062,,,,2.978,1.398e-05,,,99.3,1052.0,0.0379,,0.5746
2022-05-10,66.9,319.1,0.513,0.6286,0.108,0.07691,44.58,8.59,11.36,80.2,231.5,6.07,13.58,0.1485,23.89,9.563,11.36,,10.56,0.1148,,,,3.069,1.618e-05,,,105.2,1223.0,0.03879,,0.5852
2022-05-11,50.9,271.5,0.4172,0.5187,0.0853,0.07496,31.17,6.95,9.09,66.6,194.9,4.91,10.79,0.1264,19.98,6.508,8.62,,7.45,0.0914,,,,2.122,1.207e-05,,,82.5,1133.0,0.03044,,0.4504
2022-05-12,44.64,269.0,0.3856,0.4733,0.0826,0.06729,30.32,6.56,8.71,64.5,194.2,4.67,9.66,0.1206,18.89,6.421,8.11,,7.22,0.0869,,,,1.803,1.084e-05,,,77.1,1339.0,0.02767,,0.4232
2022-05-13,48.92,290.6,0.4228,0.529,0.0881,0.07426,32.21,7.15,10.46,67.9,202.4,5.13,10.32,0.1322,20.48,6.53,8.75,,9.3,0.0963,,,,2.078,1.282e-05,,,82.5,1383.0,0.03057,,0.4435
2022-05-14,52.43,296.9,0.4262,0.5372,0.0894,0.07243,33.93,7.26,11.3,68.9,208.8,5.17,10.79,0.1382,21.08,6.678,8.81,,8.54,0.1016,,,,2.102,1.255e-05,,,86.7,1564.0,0.03175,,0.4635
2022-05-15,58.83,312.4,0.4481,0.5981,0.0932,0.0724,36.57,7.96,11.81,71.6,214.9,5.46,12.38,0.1453,22.16,7.349,9.16,,9.23,0.1081,,,,2.213,1.306e-05,,,92.1,1575.0,0.03353,,0.4906
2022-05-16,53.79,297.2,0.4231,0.5569,0.088,0.06917,32.56,7.42,10.63,67.3,197.6,5.06,11.07,0.1364,20.88,6.543,8.3,,8.11,0.1022,,,,1.998,1.199e-05,,,83.9,1530.0,0.03103,,0.4603
2022-05-17,57.02,306.2,0.438,0.5778,0.0903,0.07225,34.39,7.72,11.04,73.2,206.9,5.47,11.46,0.1418,21.77,6.679,8.58,,8.62,0.1097,,,,2.283,1.255e-05,,,92.6,1573.0,0.03286,,0.495
2022-05-18,49.93,287.7,0.4056,0.5059,0.0833,0.071,29.58,6.81,9.49,66.0,186.9,4.89,10.11,0.1277,19.8,5.923,7.61,,7.51,0.0992,,,,2.409,1.152e-05,,,81.9,1434.0,0.0292,,0.4334
2022-05-19,52.2,307.1,0.4205,0.5334,0.0866,0.07357,30.39,7.22,10.03,72.1,196.5,5.19,10.84,0.1306,20.89,6.102,8.21,,8.19,0.1037,,,,2.34,1.182e-05,,,91.8,1434.0,0.0315,,0.4516
2022-05-20,49.43,302.2,0.4101,0.5162,0.084,0.07124,28.8,6.87,9.67,68.6,190.1,5.1,11.2,0.1263,20.16,5.752,7.93,,7.77,0.0996,,,,2.195,1.16e-05,,,90.2,1393.0,0.03007,,0.4335
2022-05-21,50.31,312.4,0.4145,0.5286,0.0845,0.07404,29.89,7.06,10.0,69.8,192.4,5.24,11.05,0.1308,20.35,6.136,8.17,,8.0,0.1012,,,,2.269,1.175e-05,,,91.3,1399.0,0.0308,,0.435
2022-05-22,52.48,319.4,0.4218,0.5416,0.0859,0.07815,31.71,7.33,10.16,71.7,197.9,5.48,11.41,0.1355,21.08,6.242,8.45,,8.22,0.1042,,,,2.25,1.19e-05,,,94.1,1433.0,0.03198,,0.4427
2022-05-23,49.17,317.2,0.4052,0.5134,0.0833,0.07616,29.06,7.02,9.88,69.1,192.0,5.62,11.14,0.1288,21.86,5.846,8.17,,7.77,0.0986,,,,2.252,1.168e-05,,,99.3,1305.0,0.0312,,0.4171
2022-05-24,49.67,328.3,0.4086,0.5219,0.0837,0.08064,29.08,7.23,10.19,70.2,195.6,5.6,11.1,0.1331,24.22,5.97,8.42,,7.92,0.0994,,,,2.258,1.175e-05,,,106.6,1295.0,0.03168,,0.4191
2022-05-25,47.98,325.7,0.406,0.5146,0.083,0.0847,27.25,6.96,9.87,68.2,190.2,5.62,10.74,0.1322,23.73,5.758,8.17,,7.79,0.0978,,,,2.231,1.16e-05,,,102.1,1263.0,0.03133,,0.4057
2022-05-26,43.44,303.0,0.392,0.4789,0.0779,0.08223,23.43,6.57,9.14,63.5,179.4,4.95,9.61,0.1243,21.9,5.231,7.63,,7.3,0.0907,,,,2.018,1.059e-05,,,101.0,1150.0,0.02948,,0.3794
2022-05-27,41.17,301.6,0.3819,0.4566,0.0816,0.08083,22.58,6.29,9.12,61.6,174.8,4.69,9.27,0.1204,22.51,4.806,7.23,,6.97,0.0872,,,,1.927,1.048e-05,,,92.4,1119.0,0.02907,,0.3606
2022-05-28,44.25,307.5,0.3863,0.4646,0.0818,0.08118,24.76,6.58,9.65,63.0,178.7,4.98,9.42,0.1227,22.74,4.998,7.53,,7.24,0.089,,,,1.995,1.077e-05,,,95.5,1213.0,0.02972,,0.3674
2022-05-29,44.98,305.8,0.3891,0.482,0.0827,0.08055,26.16,6.71,9.98,63.6,185.2,4.95,9.59,0.1311,23.67,5.182,7.62,,7.12,0.0907,,,,2.104,1.149e-05,,,95.5,1193.0,0.03017,,0.3788
2022-05-30,47.22,321.8,0.4187,0.5698,0.088,0.08325,27.71,7.46,10.47,69.1,196.9,5.66,10.5,0.1435,24.84,5.76,8.21,,8.12,0.0978,,,,2.206,1.217e-05,,,117.4,1371.0,0.03294,,0.4201
2022-05-31,45.77,320.9,0.4217,0.6268,0.08591,0.08441,26.42,7.59,10.35,68.4,204.6,5.7,10.33,0.1507,23.77,5.957,8.09,,8.27,0.0943,,,,2.244,1.173e-05,,,112.9,1321.0,0.03283,,0.4113
2022-06-01,40.11,300.4,0.398,0.5516,0.08105,0.08356,23.68,6.93,9.46,62.7,186.0,5.14,9.34,0.137,22.02,5.343,7.44,,7.62,0.0895,,,1.232,2.072,1.089e-05,,,106.3,1209.0,0.03051,,0.385
2022-06-02,40.85,308.3,0.4055,0.5871,0.08277,0.08432,24.63,7.19,9.89,64.5,189.0,5.3,9.63,0.143,22.42,5.603,7.73,,9.44,0.0922,,,1.546,2.144,1.121e-05,,,110.9,1204.0,0.03144,,0.3947
2022-06-03,38.28,298.6,0.3904,0.56,0.08029,0.0811,23.0,6.85,9.37,62.6,183.1,5.08,9.19,0.1461,21.84,5.252,7.39,,7.92,0.0887,,,1.362,2.029,1.08e-05,,,106.9,1146.0,0.03022,,0.3811
2022-06-04,39.0,301.3,0.3925,0.5665,0.08187,0.08043,24.57,7.4,9.44,63.7,188.8,5.13,9.24,0.1436,21.98,5.329,7.46,,7.74,0.0903,,,1.393,2.041,1.088e-05,,,106.9,1172.0,0.03055,,0.3883
2022-06-05,38.52,299.1,0.3953,0.5674,0.08107,0.08151,24.18,7.64,9.35,63.2,179.9,5.09,9.17,0.1435,21.82,5.331,7.36,,7.35,0.0936,,,1.165,2.017,1.081e-05,,,103.7,1181.0,0.03044,,0.3918
2022-06-06,42.39,295.1,0.4026,0.6091,0.0825,0.08161,25.99,7.97,9.51,64.5,185.6,5.37,9.46,0.145,22.52,5.486,7.57,,7.58,0.0968,,,1.321,2.04,1.105e-05,,,106.0,1210.0,0.03174,,0.4128
2022-06-07,39.31,290.3,0.4076,0.6141,0.08039,0.08186,24.6,8.71,9.23,63.8,182.1,5.22,9.2,0.1404,21.54,5.198,7.33,,6.82,0.0907,,,1.108,1.981,1.073e-05,,,99.3,1158.0,0.03066,,0.3989
2022-06-08,38.83,288.5,0.4006,0.6408,0.07927,0.08062,24.5,8.7,9.01,61.3,176.8,5.09,8.76,0.1401,21.28,5.065,7.18,,6.5,0.0879,,,0.73,1.93,1.058e-05,,,96.5,1155.0,0.03026,,0.4165
2022-06-09,39.96,289.9,0.4002,0.6323,0.07937,0.08102,24.41,9.27,9.24,60.3,175.6,5.2,8.79,0.1398,21.17,5.083,7.23,,6.4,0.0866,,,0.824,2.003,1.057e-05,,,95.9,1135.0,0.03184,,0.4042
2022-06-10,37.17,286.4,0.3815,0.5744,0.07539,0.07893,22.08,8.04,8.65,56.7,167.4,4.81,8.11,0.1331,20.0,4.496,6.82,,6.1,0.0811,,,0.879,1.964,1.013e-05,,,88.2,1046.0,0.02948,,0.3689
2022-06-11,33.93,269.9,0.3599,0.554,0.06993,0.0762,19.9,7.04,8.03,52.2,156.7,4.39,7.55,0.1253,18.22,4.1,6.1,,5.97,0.0781,,,0.762,1.823,9.35e-06,,,77.2,988.0,0.02762,,0.3506
2022-06-12,30.61,254.8,0.3433,0.4904,0.06353,0.07618,17.29,6.27,7.41,47.9,146.0,4.06,7.07,0.1185,16.56,3.695,5.68,,5.64,0.0695,,,0.645,1.547,8.6e-06,,,70.3,913.0,0.02569,,0.3248
2022-06-13,28.6,223.0,0.3118,0.4644,0.0542,0.06387,16.11,5.93,7.04,43.5,127.1,3.66,6.51,0.1068,14.45,3.517,5.33,,5.44,0.0661,,,0.546,1.338,8.05e-06,,,59.9,765.0,0.02384,,0.3039
2022-06-14,29.59,223.0,0.3214,0.4831,0.05555,0.05559,16.55,6.74,7.36,46.15,125.9,3.86,6.36,0.1127,14.57,3.38,5.48,,5.57,0.0673,,,0.565,1.44,8.19e-06,,,62.1,788.0,0.02393,,0.3086
2022-06-15,34.76,233.6,0.3436,0.5348,0.06285,0.06302,18.31,7.33,8.49,50.65,127.9,4.42,7.33,0.1212,15.88,3.813,5.87,,6.0,0.0721,,,0.593,1.496,8.83e-06,,,66.6,828.0,0.02556,,0.3402
2022-06-16,30.12,210.2,0.3132,0.4762,0.05523,0.05923,15.79,6.36,7.13,44.78,109.4,3.83,6.35,0.1091,13.82,3.226,5.31,,5.33,0.0653,,,0.489,1.347,7.98e-06,,,56.6,735.0,0.0227,,0.302
2022-06-17,30.71,215.8,0.321,0.4872,0.05689,0.05989,15.99,6.36,7.28,47.6,121.5,3.93,6.39,0.1119,14.35,3.374,5.34,,5.44,0.0681,,,0.518,1.36,8.17e-06,,,57.4,767.0,0.02332,,0.3102
2022-06-18,32.02,197.0,0.3075,0.4549,0.0529,0.06089,14.83,5.92,7.05,47.18,115.5,3.64,6.08,0.1077,13.67,3.095,5.11,,5.15,0.0622,,,0.451,1.227,7.71e-06,,,49.6,733.0,0.02167,,0.2959
2022-06-19,34.19,215.1,0.3264,0.4848,0.06047,0.06132,16.16,6.6,7.53,54.29,120.6,4.19,6.77,0.1148,15.37,3.288,5.49,,5.49,0.0665,,,0.509,1.301,8.22e-06,,,54.1,905.0,0.02305,,0.3146
2022-06-20,35.24,216.5,0.3227,0.4915,0.06002,0.06115,17.1,6.98,7.87,52.77,118.7,4.29,6.82,0.1131,16.24,3.409,5.45,,5.78,0.0706,,,0.501,1.351,8.11e-06,,,61.6,902.0,0.02354,,0.3186
2022-06-21,36.42,220.1,0.3294,0.4813,0.06581,0.0649,16.9,6.86,7.77,53.52,119.6,4.77,6.95,0.1145,16.14,3.518,5.96,,5.84,0.0737,,,0.515,1.343,1.065e-05,,,66.4,921.0,0.02368,,0.3257
2022-06-22,34.12,214.4,0.3223,0.4594,0.0617,0.0631,16.09,6.63,7.39,52.13,112.8,4.98,7.05,0.1129,15.2,3.28,5.52,,5.45,0.0698,,,0.462,1.302,9.68e-06,,,61.9,883.0,0.02274,,0.3138
2022-06-23,38.15,228.9,0.3358,0.48,0.06398,0.0638,18.29,6.99,7.78,55.74,116.4,5.62,8.13,0.118,15.93,3.554,5.79,,5.81,0.0733,,,0.522,1.381,1.029e-05,,,68.0,978.0,0.02415,,0.3361
2022-06-24,41.91,240.2,0.3672,0.4981,0.06694,0.06584,20.47,7.26,8.18,55.84,114.3,5.47,8.26,0.1278,16.41,3.993,6.12,,6.12,0.0738,,,0.59,1.441,1.082e-05,,,71.0,1054.0,0.0254,,0.3497
2022-06-25,42.22,239.7,0.3676,0.4984,0.06852,0.0648,21.36,7.26,8.13,58.88,115.5,5.62,8.67,0.1268,16.55,4.172,6.08,,6.32,0.0741,,,0.581,1.451,1.18e-05,,,70.0,1034.0,0.0262,,0.3515
2022-06-26,39.39,233.9,0.3592,0.4899,0.07296,0.06504,19.73,6.7,7.84,56.61,112.9,5.6,8.06,0.1203,16.69,3.792,5.82,,5.76,0.0687,,,0.539,1.355,1.098e-05,,,65.5,1002.0,0.02428,,0.3321
2022-06-27,38.52,233.8,0.3537,0.4856,0.07216,0.06703,19.32,6.55,7.74,55.86,111.5,5.33,7.78,0.1191,16.56,3.739,5.78,,5.78,0.07,,,0.537,1.348,1.108e-05,,,65.5,1002.0,0.02458,,0.3311
2022-06-28,35.35,226.9,0.3375,0.4694,0.0661,0.06591,18.12,6.32,7.31,52.68,103.3,4.92,7.34,0.1143,15.44,3.417,5.51,,5.49,0.0659,,,0.529,1.29,9.98e-06,,,60.1,946.0,0.02343,,0.3126
2022-06-29,34.05,219.7,0.3296,0.4662,0.06956,0.06492,17.79,6.23,7.03,53.68,104.6,5.11,7.4,0.1101,15.23,3.429,5.46,,5.42,0.0647,,,0.581,1.266,1.021e-05,,,59.9,911.0,0.02277,,0.3017
2022-06-30,33.76,219.6,0.3321,0.4599,0.06644,0.06481,16.99,6.27,7.06,53.84,103.2,5.0,7.57,0.1123,15.01,3.338,5.4,,5.35,0.0635,,,0.547,1.24,1.035e-05,,,57.0,909.0,0.02277,,0.3147
2022-07-01,32.84,216.9,0.3139,0.4487,0.06644,0.06512,16.12,6.08,6.75,51.19,101.5,4.86,8.09,0.1101,14.64,3.352,5.35,,5.24,0.0617,,,0.53,1.186,1.003e-05,,,56.4,892.0,0.02226,,0.3066
2022-07-02,33.36,218.3,0.3156,0.4559,0.06667,0.06475,16.33,6.22,6.83,50.55,106.6,4.92,8.07,0.1086,14.77,3.312,5.34,,5.24,0.0633,,,0.525,1.193,1.007e-05,,,57.9,908.0,0.02235,,0.3076
2022-07-03,33.39,219.2,0.3215,0.4561,0.06721,0.06628,16.65,6.22,6.85,50.95,105.7,4.91,8.09,0.1091,14.81,3.323,5.3,,5.24,0.0624,,,0.522,1.212,1.003e-05,,,57.7,904.0,0.02257,,0.3096
2022-07-04,36.71,231.5,0.3287,0.4695,0.06938,0.06733,17.92,6.43,7.17,52.26,108.1,5.35,8.75,0.1113,15.4,3.521,5.55,,5.59,0.0636,,,0.56,1.246,1.047e-05,,,63.1,941.0,0.02332,,0.3196
2022-07-05,35.4,230.8,0.3252,0.4571,0.06716,0.06814,18.03,6.31,6.84,49.7,104.1,5.3,8.92,0.108,14.93,3.393,5.49,,5.51,0.0617,,,0.524,1.25,1.033e-05,,,60.7,933.0,0.02269,,0.3078
2022-07-06,37.04,238.6,0.3324,0.4623,0.06844,0.06755,19.17,6.34,6.93,50.34,105.9,5.35,8.9,0.1094,15.22,3.501,5.56,,5.63,0.0625,,,0.544,1.278,1.047e-05,,,63.0,995.0,0.02357,,0.3108
2022-07-07,38.46,241.4,0.3422,0.4776,0.07055,0.06862,20.18,6.64,7.3,52.15,111.5,5.73,9.36,0.1137,15.88,3.704,5.8,,6.25,0.0648,,,0.577,1.314,1.127e-05,,,71.2,989.0,0.02407,,0.3224
2022-07-08,38.12,240.7,0.3402,0.4661,0.06906,0.06902,19.72,6.36,7.04,51.35,108.6,5.8,8.98,0.1131,15.57,3.587,5.74,,6.95,0.064,,,0.566,1.267,1.119e-05,,,71.6,962.0,0.02374,,0.3141
2022-07-09,38.06,243.3,0.3448,0.478,0.06947,0.0698,19.89,6.48,7.25,54.09,111.3,6.46,8.98,0.1127,15.85,3.793,5.79,,6.97,0.0686,,,0.574,1.422,1.162e-05,,,81.9,997.0,0.02408,,0.3214
2022-07-10,36.71,234.7,0.3255,0.4624,0.06728,0.06763,19.16,6.2,6.86,52.12,106.8,6.23,8.79,0.1075,15.13,3.526,5.49,,6.39,0.0649,,,0.533,1.377,1.122e-05,,,77.8,940.0,0.02338,,0.3101
2022-07-11,33.42,225.6,0.3152,0.4347,0.06175,0.06475,17.35,6.04,6.53,48.71,99.1,5.57,8.18,0.1013,14.2,3.225,5.19,,6.28,0.0608,,,0.481,1.23,1.031e-05,,,69.9,867.0,0.02204,,0.297
2022-07-12,32.68,220.6,0.3116,0.4171,0.05982,0.06461,16.75,5.94,6.28,47.33,97.2,5.54,7.81,0.1003,13.84,3.188,5.08,,6.29,0.0594,,,0.45,1.166,9.91e-06,,,68.4,824.0,0.02149,,0.2926
2022-07-13,34.94,230.5,0.3237,0.4383,0.06194,0.06624,18.83,6.175,6.47,49.56,102.5,6.12,8.211,0.1054,14.42,3.337,5.29,,6.5,0.0632,,,0.475,1.219,1.054e-05,,,79.7,856.0,0.02225,,0.31
2022-07-14,37.15,238.5,0.3338,0.4416,0.06246,0.06679,19.76,6.275,6.72,51.32,103.0,7.02,8.99,0.1072,14.73,3.492,5.36,,6.83,0.0641,,,0.492,1.263,1.06e-05,,,91.3,891.0,0.02281,,0.3296
2022-07-15,37.36,238.5,0.3342,0.4421,0.06294,0.06703,19.35,6.325,6.79,51.78,106.2,6.78,9.058,0.1073,15.06,3.502,5.23,,6.8,0.0652,,,0.483,1.282,1.083e-05,,,90.4,911.0,0.02297,,0.3275
2022-07-16,39.58,249.8,0.3505,0.4578,0.06439,0.06895,21.25,6.595,7.2,55.08,109.5,7.38,9.237,0.1096,17.3,3.643,5.39,,7.12,0.0666,,,0.522,1.312,1.103e-05,,,92.9,963.0,0.0237,,0.3405
2022-07-17,38.62,247.8,0.3433,0.4478,0.06306,0.06744,20.63,6.347,6.92,55.76,110.3,6.94,8.921,0.1066,19.25,3.524,5.68,,7.23,0.0647,,,0.581,1.265,1.073e-05,,,88.2,930.0,0.02319,,0.3365
2022-07-18,43.52,264.1,0.3653,0.4904,0.06756,0.06882,23.95,7.037,7.66,58.6,121.4,7.33,9.577,0.1142,25.26,4.062,5.94,,7.54,0.0705,,,0.817,1.355,1.196e-05,,,96.2,1049.0,0.02473,,0.3595
2022-07-19,44.87,268.6,0.3729,0.5152,0.06901,0.06909,24.72,7.254,7.79,57.9,128.3,7.35,10.519,0.1185,25.25,4.533,6.04,,7.37,0.0734,,,0.721,1.406,1.217e-05,,,95.7,1030.0,0.02611,,0.372
2022-07-20,42.04,258.2,0.3635,0.491,0.07014,0.06753,23.59,6.867,7.47,57.2,121.7,6.86,9.68,0.112,23.35,4.184,5.59,,6.74,0.0704,,,0.685,1.298,1.191e-05,,,90.8,973.0,0.02532,,0.3446
2022-07-21,43.11,265.6,0.3669,0.4993,0.06998,0.06802,24.99,6.994,7.53,58.02,123.1,7.23,11.051,0.1136,26.3,4.375,5.63,,6.9,0.0712,,,0.776,1.328,1.199e-05,,,95.4,977.0,0.02533,,0.3492
2022-07-22,40.54,262.4,0.3578,0.4828,0.06743,0.067,23.63,6.782,7.29,56.09,123.3,6.89,10.642,0.1119,24.88,4.321,5.48,,6.48,0.0694,,,0.835,1.321,1.172e-05,,,89.6,947.0,0.02526,,0.3375
2022-07-23,39.97,259.2,0.3592,0.517,0.06804,0.06698,23.6,6.844,7.33,56.32,122.4,6.97,10.118,0.1116,25.54,4.308,5.57,,6.68,0.0686,,,0.94,1.365,1.16e-05,,,89.4,955.0,0.02502,,0.3348
2022-07-24,40.93,261.4,0.3586,0.512,0.06755,0.06683,23.79,7.094,7.4,58.39,131.9,7.24,9.976,0.1132,25.53,4.352,5.64,,6.61,0.0724,,,0.919,1.356,1.159e-05,,,90.6,986.0,0.02506,,0.3402
2022-07-25,36.65,244.6,0.3362,0.4752,0.06193,0.06369,20.92,6.431,6.76,54.0,118.0,7.04,8.98,0.1058,23.27,3.787,5.24,,6.22,0.0651,,,0.795,1.251,1.07e-05,,,81.3,894.0,0.02333,,0.3119
2022-07-26,36.25,249.4,0.3372,0.4677,0.06252,0.06536,20.71,6.341,6.78,53.88,118.9,6.66,9.222,0.1056,25.17,3.755,5.32,,6.59,0.0658,,,0.827,1.245,1.087e-05,,,81.1,918.0,0.02332,,0.3113
2022-07-27,40.23,271.6,0.3594,0.5111,0.06721,0.06866,23.39,6.86,7.68,59.01,127.4,8.03,10.31,0.1126,32.92,4.149,5.66,,7.16,0.0706,,,1.052,1.314,1.151e-05,,,94.7,1011.0,0.02519,,0.3288
2022-07-28,42.91,277.2,0.3739,0.513,0.06909,0.06968,24.2,7.217,7.86,63.41,155.8,9.28,10.865,0.1167,40.81,4.368,5.93,,7.26,0.0723,,,1.448,1.414,1.186e-05,,,100.5,1114.0,0.02634,,0.3365
2022-07-29,41.91,293.6,0.3679,0.5218,0.06877,0.06924,24.49,7.883,8.19,60.65,151.9,9.08,11.169,0.1177,40.5,4.369,5.97,,8.06,0.0715,,,1.838,1.436,1.174e-05,,,95.5,1153.0,0.02668,,0.3369
2022-07-30,43.84,287.8,0.3879,0.5263,0.06965,0.06911,24.23,7.82,8.21,60.42,145.5,8.78,10.705,0.1196,39.45,4.359,8.03,,8.29,0.0728,,,1.808,1.425,1.192e-05,,,95.2,1122.0,0.02742,,0.3377
2022-07-31,42.35,283.4,0.3792,0.5161,0.06807,0.06886,23.72,7.651,8.62,59.74,139.3,8.32,10.351,0.1176,36.35,4.231,9.77,,8.99,0.0757,,,1.583,1.42,1.17e-05,,,97.6,1102.0,0.02711,,0.3361
2022-08-01,41.65,283.2,0.3791,0.5124,0.06845,0.06986,23.57,7.57,8.17,59.44,137.9,8.36,10.396,0.1182,34.95,4.272,8.79,,8.33,0.0768,,,1.509,1.437,1.194e-05,,,96.6,1063.0,0.02758,,0.3425
2022-08-02,39.79,283.8,0.3714,0.4963,0.06652,0.06831,22.85,7.177,7.93,58.05,133.7,8.25,9.914,0.1151,36.52,4.311,8.19,,7.97,0.0726,,,1.636,1.419,1.175e-05,,,93.5,1042.0,0.02779,,0.3266
2022-08-03,38.54,297.5,0.3695,0.5005,0.06621,0.06783,23.04,7.284,8.0,57.77,133.9,8.91,10.159,0.1142,35.95,4.512,8.08,,7.86,0.0707,,,1.991,1.455,1.184e-05,,,94.9,1041.0,0.02934,,0.3266
2022-08-04,38.83,311.8,0.371,0.4997,0.06725,0.06891,23.36,7.364,8.1,59.65,134.3,8.82,10.356,0.1139,34.78,4.421,8.09,,7.98,0.072,,,1.918,1.545,1.184e-05,,,96.4,1049.0,0.02954,,0.3363
