,BTC,ETH,SOL,LDO,ENA,SQD,PENDLE,AAVE,TON,PUMP,VIRTUAL,SKY
2025-03-04,87281.98,2171.51,144.79,1.082,0.3833,0.07496,2.471,206.7,3.121,,,
2025-03-05,90606.01,2241.59,146.28,1.177,0.3436,0.07964,2.522,220.89,3.033,,,
2025-03-06,89931.89,2202.2,143.31,1.149,0.3644,0.07937,2.444,208.46,3.037,,,
2025-03-07,86801.75,2141.6,139.39,1.069,0.4282,0.07617,2.419,196.64,2.99,,,
2025-03-08,86222.45,2203.58,137.01,1.07,0.4419,0.07761,2.391,195.74,2.954,,,
2025-03-09,80734.37,2020.41,126.51,0.99,0.42,0.08393,2.063,178.6,2.648,,,
2025-03-10,78595.86,1865.1,118.32,0.894,0.4127,0.07793,1.91,180.36,2.523,,,
2025-03-11,82932.99,1923.43,125.35,0.924,0.3904,0.07773,2.079,182.08,2.641,,,
2025-03-12,83680.12,1908.2,126.62,0.92,0.37,0.08271,2.075,174.83,2.749,,,
2025-03-13,81115.78,1864.59,123.37,0.901,0.3391,0.07939,2.033,162.81,2.766,,,
2025-03-14,83983.2,1911.65,133.54,0.952,0.3497,0.08196,2.121,173.13,2.924,,,
2025-03-15,84338.44,1937.17,135.86,0.963,0.3715,0.08433,2.194,173.01,3.584,,,
2025-03-16,82574.53,1887.0,126.13,0.922,0.3585,0.08962,2.064,164.72,3.44,,,
2025-03-17,84010.03,1926.31,128.01,0.962,0.3769,0.10621,2.318,174.71,3.453,,,
2025-03-18,82715.03,1931.54,125.33,0.949,0.3677,0.1204,2.396,170.08,3.565,,,
2025-03-19,86845.94,2056.06,135.33,1.039,0.3933,0.12514,2.526,182.49,3.657,,,
2025-03-20,84223.39,1983.79,127.6,1.02,0.3837,0.12368,2.511,178.77,3.702,,,
2025-03-21,84088.79,1965.75,128.48,0.992,0.3506,0.1316,2.506,178.26,3.587,,,
2025-03-22,83840.59,1980.69,128.51,1.015,0.3554,0.13145,2.641,179.77,3.667,,,
2025-03-23,86082.5,2005.99,132.84,1.04,0.3705,0.13548,2.676,185.05,3.683,,,
2025-03-24,87498.16,2081.2,141.01,1.074,0.4087,0.14941,2.851,190.77,3.664,,,
2025-03-25,87392.87,2066.15,143.64,1.06,0.4245,0.14972,2.937,186.67,3.597,,,
2025-03-26,86909.17,2009.52,137.34,1.022,0.4091,0.1611,2.892,177.43,3.677,,,
2025-03-27,87232.01,2003.66,138.43,1.015,0.4296,0.14528,2.875,184.72,4.049,,,
2025-03-28,84424.38,1896.9,129.49,0.928,0.3854,0.13921,2.708,175.83,3.795,,,
2025-03-29,82648.54,1828.08,124.58,0.873,0.3641,0.14254,2.502,168.15,3.699,,,
2025-03-30,82389.99,1807.74,124.82,0.858,0.3698,0.15852,2.528,163.67,3.894,,,
2025-03-31,82550.01,1822.43,124.54,0.874,0.3437,0.13954,2.717,159.59,4.109,,,
2025-04-01,85158.34,1904.98,126.67,0.899,0.3692,0.14901,3.036,166.04,4.059,,,
2025-04-02,82516.29,1795.22,117.42,0.811,0.3309,0.12928,2.965,150.29,3.837,,,
2025-04-03,83213.09,1817.23,117.17,0.833,0.3146,0.13488,3.184,151.13,3.594,,,
2025-04-04,83889.87,1816.87,122.79,0.838,0.3187,0.14405,3.192,152.02,3.416,,,
2025-04-05,83537.99,1806.01,120.32,0.826,0.3199,0.14602,3.062,152.53,3.258,,,
2025-04-06,78430.0,1580.76,105.91,0.693,0.2763,0.12948,2.642,129.0,2.917,,,
2025-04-07,79163.24,1553.04,106.99,0.693,0.2923,0.14989,2.862,132.03,3.104,,,
2025-04-08,76322.42,1473.41,105.4,0.63,0.2753,0.14442,2.716,125.3,2.987,,,
2025-04-09,82615.22,1669.51,119.05,0.74,0.3165,0.15177,3.348,143.15,3.157,,,
2025-04-10,79607.3,1522.25,112.81,0.713,0.3025,0.14903,3.176,131.95,2.915,,,
2025-04-11,83423.84,1566.85,121.41,0.732,0.3156,0.15466,3.255,136.49,2.925,,0.528,
2025-04-12,85276.9,1644.18,132.24,0.757,0.3423,0.15382,3.456,148.1,2.982,,0.6136,
2025-04-13,83760.0,1597.76,128.38,0.721,0.3079,0.15323,3.22,139.18,2.815,,0.5408,
2025-04-14,84591.58,1623.77,129.42,0.706,0.2961,0.15397,3.107,137.65,2.89,,0.5777,
2025-04-15,83643.99,1588.78,126.11,0.685,0.2738,0.15133,3.046,134.23,2.856,,0.5585,
2025-04-16,84030.38,1577.14,131.33,0.686,0.2703,0.16219,3.145,133.98,2.891,,0.5368,
2025-04-17,84947.91,1583.62,134.83,0.683,0.2761,0.1777,3.109,138.94,2.943,,0.5565,
2025-04-18,84474.69,1588.6,134.04,0.699,0.2812,0.18413,3.173,138.42,2.998,,0.5869,
2025-04-19,85077.01,1613.27,139.87,0.71,0.2851,0.18838,3.173,141.99,2.969,,0.5827,
2025-04-20,85179.24,1587.36,137.86,0.716,0.286,0.18045,3.115,140.94,2.998,,0.5734,
2025-04-21,87516.23,1579.57,136.56,0.713,0.2874,0.193,3.238,142.86,2.896,,0.5677,
2025-04-22,93442.99,1756.26,148.79,0.783,0.3215,0.17941,3.46,158.2,3.085,,0.6898,
2025-04-23,93691.08,1795.07,151.1,0.813,0.3401,0.18487,3.269,168.14,3.181,,0.7264,
2025-04-24,93980.47,1769.65,152.55,0.837,0.3566,0.19594,3.437,167.92,3.192,,0.7751,
2025-04-25,94638.68,1784.6,150.82,0.854,0.3631,0.1982,3.56,166.46,3.2,,0.9239,
2025-04-26,94628.0,1820.88,149.21,0.87,0.3649,0.20168,3.458,172.91,3.344,,1.1062,
2025-04-27,93749.3,1791.29,147.98,0.835,0.344,0.19748,3.299,166.62,3.269,,1.0685,
2025-04-28,95011.18,1799.88,147.84,0.839,0.335,0.21135,3.373,166.25,3.275,,1.4029,
2025-04-29,94256.82,1797.81,146.31,0.827,0.3105,0.19996,3.323,165.63,3.187,,1.3789,
2025-04-30,94172.0,1793.61,147.54,0.83,0.3196,0.20104,3.442,164.19,3.161,,1.5391,
2025-05-01,96489.91,1838.11,150.85,0.858,0.3223,0.20642,3.515,172.99,3.213,,1.6394,
2025-05-02,96887.14,1842.2,148.05,0.86,0.3074,0.20974,3.615,174.59,3.17,,1.7599,
2025-05-03,95856.42,1833.52,146.71,0.822,0.2915,0.20803,3.333,178.06,3.085,,1.6927,
2025-05-04,94277.62,1808.86,143.95,0.799,0.2861,0.21978,3.214,171.11,3.015,,1.638,
2025-05-05,94733.68,1820.19,146.72,0.785,0.2621,0.22422,3.235,176.94,2.963,,1.6538,
2025-05-06,96834.02,1817.0,146.88,0.778,0.2698,0.24712,3.21,177.82,3.012,,1.4898,
2025-05-07,97030.5,1811.11,147.32,0.78,0.2674,0.24853,3.227,172.12,3.014,,1.3919,
2025-05-08,103261.6,2207.39,164.46,0.965,0.3407,0.25887,3.684,206.28,3.213,,2.0871,
2025-05-09,102971.99,2345.04,172.78,1.031,0.3679,0.27767,3.859,211.24,3.283,,1.9484,
2025-05-10,104809.53,2583.23,177.89,1.164,0.4189,0.26393,4.089,228.64,3.514,,2.0124,
2025-05-11,104118.0,2514.57,173.19,1.098,0.4083,0.25366,3.907,221.15,3.411,,1.9472,
2025-05-12,102791.32,2495.47,174.22,1.079,0.387,0.2542,3.833,221.87,3.353,,1.9963,
2025-05-13,104103.72,2679.71,183.75,1.152,0.4545,0.24268,4.195,236.41,3.395,,2.0465,
2025-05-14,103507.82,2609.74,176.64,1.061,0.4079,0.23635,4.209,229.54,3.245,,1.9888,
2025-05-15,103763.71,2548.69,169.16,0.988,0.3671,0.21806,4.088,223.86,3.069,,1.8256,
2025-05-16,103463.9,2537.12,167.4,0.962,0.3788,0.25105,4.002,230.98,3.1,,1.7953,
2025-05-17,103126.65,2475.08,165.94,0.912,0.3499,0.2596,3.903,222.17,3.076,,1.6861,
2025-05-18,106454.26,2497.78,173.3,0.943,0.3904,0.26398,4.182,232.12,3.138,,2.0322,
2025-05-19,105573.74,2528.14,166.86,0.9,0.3696,0.25319,4.139,247.76,3.03,,1.9482,
2025-05-20,106849.99,2524.19,168.59,0.869,0.3778,0.25068,4.385,259.46,3.084,,1.9398,
2025-05-21,109643.99,2550.99,173.53,0.9,0.3959,0.24374,4.369,247.54,3.091,,1.985,
2025-05-22,111696.21,2664.82,179.68,0.966,0.4167,0.25597,4.655,256.83,3.173,,2.0506,
2025-05-23,107318.3,2526.5,174.01,0.859,0.3706,0.25818,4.253,256.11,2.977,,1.9393,
2025-05-24,107761.91,2530.4,175.87,0.873,0.3682,0.23971,4.422,261.85,3.031,,2.006,
2025-05-25,109004.19,2551.22,175.74,0.875,0.3784,0.244,4.418,269.28,2.994,,2.0315,
2025-05-26,109434.79,2563.7,174.91,0.885,0.3863,0.2412,4.329,267.52,2.969,,2.1323,
2025-05-27,108938.17,2660.81,176.71,0.91,0.398,0.24945,4.555,271.57,3.008,,2.4455,
2025-05-28,107781.78,2681.6,172.21,0.936,0.39,0.23959,4.512,264.99,3.325,,2.3299,
2025-05-29,105589.75,2631.39,166.71,0.903,0.3732,0.243,4.327,250.0,3.389,,2.2547,
2025-05-30,103985.48,2531.34,156.2,0.815,0.301,0.23115,3.941,250.96,3.088,,1.9341,
2025-05-31,104591.88,2528.06,156.45,0.831,0.3057,0.2334,3.992,247.09,3.148,,2.0152,
2025-06-01,105642.93,2539.21,157.68,0.856,0.3135,0.23462,4.122,246.13,3.188,,2.0644,
2025-06-02,105857.99,2607.41,156.83,0.871,0.3228,0.22075,4.293,257.81,3.216,,1.9741,
2025-06-03,105376.89,2593.36,155.19,0.846,0.3378,0.21416,4.217,266.43,3.182,,1.9408,
2025-06-04,104696.86,2607.68,153.26,0.885,0.3142,0.2113,4.11,264.13,3.169,,1.7854,
2025-06-05,101508.68,2414.01,144.29,0.76,0.2839,0.20216,3.981,241.72,3.032,,1.6539,
2025-06-06,104288.44,2476.1,147.83,0.771,0.2978,0.20535,4.004,250.89,3.152,,1.8569,
2025-06-07,105552.15,2524.63,150.06,0.831,0.3213,0.20355,4.106,257.44,3.18,,1.8278,
2025-06-08,105734.0,2509.83,152.45,0.812,0.317,0.20553,4.064,253.8,3.17,,1.8253,
2025-06-09,110263.02,2680.13,161.16,0.879,0.3435,0.22189,4.327,283.31,3.306,,2.0123,
2025-06-10,110274.39,2816.4,165.12,0.984,0.3705,0.24518,4.475,308.34,3.348,,2.1071,
2025-06-11,108645.12,2771.61,160.97,0.96,0.3459,0.24652,4.019,303.83,3.238,,2.111,
2025-06-12,105671.73,2642.65,152.32,0.861,0.3111,0.25473,3.857,293.92,3.088,,1.8599,
2025-06-13,106066.59,2579.19,148.6,0.83,0.3005,0.23302,3.819,291.17,3.024,,1.9099,
2025-06-14,105414.64,2530.76,144.64,0.808,0.2925,0.2381,3.707,275.11,2.952,,1.8086,
2025-06-15,105594.01,2547.61,152.97,0.815,0.3031,0.22072,3.698,274.97,2.973,,1.8422,
2025-06-16,106794.53,2544.17,150.72,0.821,0.2943,0.20145,4.075,275.12,2.965,,1.825,
2025-06-17,104551.17,2509.95,147.57,0.776,0.2799,0.20924,3.927,266.56,2.959,,1.6994,
2025-06-18,104886.78,2525.0,146.34,0.781,0.2855,0.20093,3.774,259.06,2.947,,1.6953,
2025-06-19,104658.59,2521.12,147.04,0.777,0.2827,0.18277,3.887,255.62,2.969,,1.6702,
2025-06-20,103297.99,2406.49,140.11,0.729,0.2655,0.17756,3.654,247.31,2.937,,1.5462,
2025-06-21,102120.01,2295.73,135.43,0.68,0.2501,0.1724,3.497,234.74,2.856,,1.4051,
2025-06-22,100963.87,2227.7,131.71,0.655,0.2382,0.14199,3.271,227.9,2.732,,1.3732,
2025-06-23,105333.93,2411.66,144.51,0.709,0.2692,0.15728,3.589,257.04,2.908,,1.6934,
2025-06-24,106083.0,2448.45,145.92,0.723,0.2691,0.13881,3.545,264.12,2.906,,1.5977,
2025-06-25,107340.58,2418.49,143.57,0.698,0.2578,0.14607,3.359,255.95,2.834,,1.4335,
2025-06-26,106947.06,2415.96,139.06,0.69,0.2499,0.1527,3.339,250.3,2.814,,1.443,
2025-06-27,107047.59,2423.17,142.09,0.697,0.2537,0.14451,3.443,259.26,2.851,,1.4591,
2025-06-28,107296.79,2435.62,150.72,0.721,0.2651,0.14896,3.568,259.92,2.852,,1.52,
2025-06-29,108356.93,2500.09,153.32,0.768,0.2784,0.17067,3.712,278.61,2.913,,1.6241,
2025-06-30,107146.5,2485.47,154.81,0.742,0.2665,0.16362,3.457,274.48,2.912,,1.5044,
2025-07-01,105681.14,2405.01,146.88,0.698,0.2527,0.1486,3.307,259.93,2.787,,1.4317,
2025-07-02,108849.6,2570.41,152.27,0.764,0.276,0.17877,3.525,276.16,2.865,,1.606,
2025-07-03,109584.78,2591.25,152.36,0.772,0.2761,0.19141,3.525,279.37,2.851,,1.658,
2025-07-04,107984.24,2508.04,147.7,0.724,0.2532,0.17061,3.333,265.95,2.741,,1.5492,
2025-07-05,108198.12,2516.41,147.55,0.725,0.255,0.16008,3.347,273.56,2.746,,1.5414,
2025-07-06,109203.84,2570.35,151.86,0.744,0.2619,0.16288,3.421,287.35,2.838,,1.5528,
2025-07-07,108262.94,2542.29,148.88,0.729,0.2563,0.16865,3.397,283.22,2.736,,1.4976,
2025-07-08,108922.98,2615.25,151.67,0.725,0.2655,0.16464,3.451,293.0,2.802,,1.4732,
2025-07-09,111233.99,2768.74,157.05,0.797,0.2874,0.16916,3.713,301.68,2.836,,1.5599,
2025-07-10,116010.0,2951.29,164.34,0.845,0.3175,0.17083,4.051,308.76,2.943,,1.7616,
2025-07-11,117527.66,2958.22,162.93,0.835,0.3379,0.16821,3.947,297.41,2.961,,1.7134,
2025-07-12,117420.0,2943.28,160.69,0.808,0.3226,0.16486,3.85,302.19,3.0,,1.7078,
2025-07-13,119086.64,2972.03,161.15,0.838,0.3429,0.15185,3.921,305.8,2.969,,1.709,
2025-07-14,119841.18,3013.62,162.21,0.861,0.3372,0.14818,4.045,315.14,3.025,,1.6898,
2025-07-15,117758.09,3137.89,163.98,0.907,0.3611,0.14101,4.068,327.52,3.094,,1.6858,
2025-07-16,118630.43,3371.35,173.63,0.928,0.3716,0.13007,4.208,323.23,3.158,,1.7792,
2025-07-17,119177.56,3476.87,175.87,1.04,0.3786,0.13987,4.17,321.68,3.196,,1.8071,
2025-07-18,117924.84,3546.92,177.28,1.054,0.3901,0.13527,4.471,324.44,3.188,,1.7426,
2025-07-19,117840.0,3592.01,176.96,1.11,0.4338,0.14266,4.471,319.18,3.195,,1.7731,
2025-07-20,117265.12,3756.69,181.43,1.19,0.4914,0.1392,4.618,324.31,3.275,,1.8256,
2025-07-21,117380.36,3762.33,195.72,1.203,0.5171,0.13837,4.594,322.16,3.323,,1.9184,
2025-07-22,119954.42,3746.21,205.7,1.219,0.5084,0.14056,4.87,310.53,3.34,,1.9385,
2025-07-23,118755.99,3628.29,189.4,1.093,0.4603,0.1577,4.387,290.39,3.199,,1.7098,
2025-07-24,118340.99,3706.94,182.87,1.073,0.4719,0.13644,4.272,286.05,3.12,,1.5423,
2025-07-25,117614.31,3724.96,186.76,1.096,0.6019,0.14991,4.482,294.18,3.191,,1.5686,
2025-07-26,117919.99,3741.1,184.88,1.078,0.6186,0.14616,4.442,294.92,3.298,,1.5698,
2025-07-27,119415.55,3872.1,188.64,1.141,0.6697,0.14615,4.427,304.93,3.375,,1.6003,
2025-07-28,118062.32,3799.0,183.11,1.073,0.6335,0.18337,4.525,288.96,3.207,,1.452,
2025-07-29,117950.76,3793.79,181.48,1.042,0.5708,0.17347,4.37,282.35,3.377,,1.3771,
2025-07-30,117840.3,3810.0,177.77,1.015,0.6082,0.18889,4.324,274.58,3.406,,1.343,
2025-07-31,115764.08,3698.39,172.22,0.951,0.5695,0.16818,4.035,260.99,3.529,,1.253,
2025-08-01,113297.93,3488.2,162.71,0.899,0.5795,0.16248,3.915,255.36,3.564,,1.2154,
2025-08-02,112546.35,3393.94,158.48,0.87,0.5217,0.14714,3.734,249.45,3.541,,1.1531,
2025-08-03,114208.8,3496.74,161.97,0.919,0.5937,0.15141,3.976,260.06,3.559,,1.2191,
2025-08-04,115055.03,3720.99,169.55,0.955,0.604,0.1632,4.057,267.82,3.42,,1.2576,
2025-08-05,114129.75,3612.0,164.09,0.91,0.5799,0.17924,3.872,255.39,3.195,,1.1842,
2025-08-06,114992.27,3683.31,168.09,0.94,0.6013,0.17537,4.011,263.52,3.308,,1.2321,
2025-08-07,117472.01,3910.31,175.36,1.058,0.6372,0.1724,5.02,285.08,3.346,,1.3338,
2025-08-08,116674.74,4009.5,176.78,1.119,0.6445,0.16639,5.431,290.93,3.335,,1.3715,
2025-08-09,116462.25,4260.62,179.95,1.325,0.7363,0.16058,5.671,307.77,3.386,,1.4204,
2025-08-10,119294.01,4250.57,182.66,1.441,0.7973,0.15432,5.466,306.19,3.348,,1.4526,
2025-08-11,118686.0,4223.22,174.84,1.495,0.7949,0.14655,5.43,293.19,3.365,,1.3128,
2025-08-12,120134.08,4590.52,191.78,1.542,0.81,0.14146,5.732,322.26,3.502,,1.3392,
2025-08-13,123306.43,4749.3,201.51,1.502,0.7762,0.14356,5.649,332.15,3.531,,1.3758,
2025-08-14,118295.09,4546.84,192.47,1.386,0.7159,0.13137,5.434,312.58,3.411,,1.188,
2025-08-15,117342.05,4439.47,185.72,1.383,0.7194,0.12911,5.286,300.0,3.44,,1.1947,
2025-08-16,117380.66,4421.99,189.6,1.41,0.733,0.13056,5.444,295.6,3.46,,1.2093,
2025-08-17,117405.01,4472.33,190.99,1.366,0.7093,0.12966,5.545,303.2,3.517,,1.305,
2025-08-18,116227.05,4312.99,182.94,1.286,0.6772,0.1172,5.343,288.58,3.329,,1.2137,
2025-08-19,112872.94,4075.59,176.22,1.275,0.6362,0.11752,5.091,277.42,3.225,,1.1676,
2025-08-20,114271.24,4336.16,187.94,1.309,0.6571,0.12026,5.494,299.35,3.28,,1.2606,
2025-08-21,112500.0,4225.3,180.29,1.2773,0.6289,0.11204,5.427,300.1,3.315,,1.1845,
2025-08-22,116935.99,4832.07,200.69,1.5399,0.7533,0.12242,5.883,345.61,3.423,,1.3267,
2025-08-23,115438.05,4778.4,204.14,1.532,0.7401,0.11919,6.099,357.78,3.381,,1.2838,
2025-08-24,113493.59,4780.15,205.98,1.4359,0.6945,0.11508,5.898,348.67,3.299,,1.2335,
2025-08-25,110111.98,4376.18,187.2,1.2651,0.6217,0.10396,5.143,318.56,3.115,,1.1178,
2025-08-26,111763.22,4600.63,195.86,1.3065,0.6289,0.10595,5.204,335.73,3.167,,1.1803,
2025-08-27,111262.01,4506.71,202.95,1.2549,0.6097,0.09761,5.1,320.63,3.139,,1.1584,
2025-08-28,112566.9,4511.21,214.43,1.267,0.6767,0.0933,4.9,317.56,3.175,,1.2114,
2025-08-29,108377.4,4360.18,205.08,1.2137,0.6413,0.09083,4.641,319.2,3.074,,1.1342,
2025-08-30,108816.33,4373.7,202.7,1.208,0.6545,0.08977,4.809,319.39,3.127,,1.1509,
2025-08-31,108246.35,4391.83,200.62,1.1908,0.6398,0.08929,4.613,315.69,3.165,,1.1094,
2025-09-01,109237.42,4314.5,197.32,1.1598,0.6287,0.08198,4.503,304.87,3.108,,1.0267,
2025-09-02,111240.01,4326.5,209.65,1.1992,0.6875,0.0844,4.561,315.74,3.169,,1.0626,
2025-09-03,111705.71,4450.46,210.77,1.2383,0.7306,0.08183,4.752,327.87,3.176,,1.1336,
2025-09-04,110730.87,4297.55,202.32,1.1565,0.6473,0.07919,4.493,306.54,3.098,,1.058,
2025-09-05,110659.99,4307.45,203.36,1.1814,0.7319,0.07703,4.727,302.3,3.09,,1.0998,
2025-09-06,110187.97,4273.14,200.16,1.1563,0.7375,0.07705,4.598,298.31,3.059,,1.1114,
2025-09-07,111137.34,4306.19,206.35,1.1993,0.7371,0.08137,4.639,301.56,3.094,,1.1436,
2025-09-08,112065.23,4306.37,214.11,1.1986,0.7816,0.08447,4.84,302.92,3.095,,1.2815,
2025-09-09,111546.39,4310.09,217.21,1.1836,0.8067,0.07739,4.736,298.0,3.094,,1.2572,
2025-09-10,113960.0,4349.32,224.07,1.2387,0.7788,0.07927,4.79,300.15,3.171,,1.2576,
2025-09-11,115482.69,4458.82,228.73,1.2938,0.7798,0.07911,5.348,309.54,3.188,0.005893,1.2837,
2025-09-12,116029.42,4712.16,242.18,1.3041,0.779,0.0828,5.264,321.57,3.219,0.006219,1.3305,
2025-09-13,115918.29,4666.53,242.38,1.2959,0.762,0.09613,5.185,315.02,3.227,0.007478,1.36,
2025-09-14,115268.01,4604.49,239.76,1.2307,0.7428,0.08661,5.057,306.18,3.18,0.008015,1.27,
2025-09-15,115349.71,4523.74,234.31,1.1771,0.7021,0.08104,4.933,299.34,3.156,0.008627,1.2253,
2025-09-16,116788.96,4501.29,236.96,1.2019,0.6981,0.08013,4.976,298.88,3.156,0.007807,1.2455,
2025-09-17,116447.59,4590.53,244.84,1.3076,0.7101,0.07893,5.193,305.99,3.129,0.008184,1.3609,0.07688
2025-09-18,117073.53,4587.66,247.5,1.3374,0.6984,0.08279,5.27,309.26,3.159,0.007819,1.3585,0.07753
2025-09-19,115632.38,4468.59,238.53,1.2541,0.6729,0.07827,5.153,298.62,3.108,0.00716,1.2583,0.07262
2025-09-20,115685.63,4480.42,239.48,1.2682,0.6656,0.07887,5.077,296.85,3.091,0.006981,1.2608,0.06941
2025-09-21,115232.29,4444.97,236.16,1.2476,0.6416,0.08274,5.011,294.02,3.065,0.006536,1.2233,0.0695
2025-09-22,112650.99,4199.08,220.38,1.1112,0.5997,0.07089,4.885,270.32,2.805,0.005702,1.116,0.06665
2025-09-23,111998.8,4164.26,213.3,1.1094,0.6029,0.07046,4.699,274.55,2.808,0.005835,1.0846,0.06807
2025-09-24,113307.0,4152.81,211.6,1.1099,0.594,0.072,4.742,278.2,2.817,0.005634,1.0898,0.06686
2025-09-25,108994.49,3874.36,192.74,1.0585,0.5671,0.09715,4.432,260.2,2.661,0.005016,1.0005,0.06499
2025-09-26,109643.46,4032.24,205.17,1.0968,0.598,0.184,4.667,270.77,2.744,0.005269,1.0439,0.06718
2025-09-27,109635.85,4018.38,203.46,1.0917,0.5781,0.14234,4.608,266.42,2.708,0.005169,1.0237,0.06458
2025-09-28,112163.95,4142.16,210.83,1.1177,0.5998,0.12254,4.825,275.1,2.723,0.005989,1.0527,0.06861
2025-09-29,114311.96,4215.07,212.75,1.1772,0.5646,0.13368,4.738,277.06,2.698,0.005756,1.0283,0.0656
2025-09-30,114048.93,4145.15,208.68,1.0874,0.5588,0.22071,4.471,274.39,2.71,0.005949,1.0129,0.06799
2025-10-01,118594.99,4348.03,222.04,1.1926,0.5813,0.18277,4.832,286.76,2.786,0.007013,1.0885,0.07077
2025-10-02,120529.35,4484.35,234.74,1.3005,0.6312,0.18489,5.014,288.98,2.844,0.007092,1.1598,0.07013
2025-10-03,122232.0,4512.87,232.84,1.2323,0.6165,0.16354,4.877,290.52,2.86,0.006888,1.1402,0.06944
2025-10-04,122391.0,4487.15,227.86,1.2022,0.589,0.16792,4.767,283.18,2.809,0.006668,1.1084,0.06718
2025-10-05,123482.31,4514.32,228.56,1.1637,0.5841,0.17202,4.698,285.67,2.796,0.006417,1.0848,0.06717
2025-10-06,124658.54,4684.01,232.35,1.2533,0.6032,0.16763,5.016,297.15,2.855,0.006191,1.1685,0.06933
2025-10-07,121332.95,4447.7,219.97,1.1853,0.5446,0.16349,4.801,276.13,2.753,0.006437,1.0867,0.0667
2025-10-08,123306.0,4525.72,229.02,1.1989,0.577,0.17689,4.713,285.46,2.776,0.00616,1.1265,0.06897
2025-10-09,121662.4,4368.09,220.93,1.1619,0.5465,0.2325,4.545,273.7,2.74,0.00553,1.0515,0.06694
2025-10-10,112774.5,3829.72,188.43,0.8296,0.4355,0.19879,3.541,224.45,2.052,0.00402,0.7249,0.06107
2025-10-11,110644.4,3746.79,177.62,0.8073,0.3691,0.18916,3.352,234.38,2.097,0.00376,0.7059,0.058
2025-10-12,114958.8,4152.29,197.0,0.916,0.4123,0.19464,3.877,250.99,2.274,0.00432,0.7886,0.06301
2025-10-13,115166.0,4240.85,208.69,1.0217,0.4662,0.18984,3.875,261.12,2.368,0.004337,0.8702,0.06533
2025-10-14,113028.14,4125.02,202.44,0.9733,0.4369,0.1655,3.601,255.36,2.302,0.004097,0.8199,0.06341
2025-10-15,110763.28,3985.61,193.84,0.9104,0.4198,0.1804,3.272,242.27,2.219,0.00383,0.7742,0.05991
2025-10-16,108194.28,3894.51,184.85,0.8949,0.4029,0.16177,3.23,223.16,2.178,0.003467,0.767,0.0603
2025-10-17,106431.68,3831.57,181.96,0.8676,0.4356,0.15264,3.149,206.57,2.119,0.003525,0.7422,0.05883
2025-10-18,107185.01,3889.21,187.56,0.8744,0.4622,0.1634,3.234,214.87,2.154,0.003967,0.7528,0.0591
2025-10-19,108642.78,3982.58,187.86,0.9015,0.4816,0.15906,3.206,222.44,2.21,0.003921,0.7913,0.05873
2025-10-20,110532.09,3979.22,189.71,0.916,0.4521,0.15393,3.19,228.92,2.236,0.003876,0.7968,0.05834
2025-10-21,108297.67,3873.05,185.63,0.9005,0.4544,0.14796,3.119,218.75,2.139,0.003697,0.7747,0.05804
2025-10-22,107567.44,3805.53,180.12,0.8634,0.4345,0.14174,3.033,216.49,2.113,0.003462,0.7361,0.05804
2025-10-23,110078.18,3856.8,191.35,0.9046,0.4555,0.13919,3.097,224.52,2.126,0.003809,0.7836,0.05857
2025-10-24,111004.89,3934.88,193.59,0.9249,0.4824,0.13632,3.22,228.94,2.167,0.004162,1.0027,0.05791
2025-10-25,111646.27,3953.82,193.84,0.9247,0.4714,0.1266,3.208,226.28,2.148,0.004142,1.3172,0.05761
2025-10-26,114559.4,4158.46,200.03,0.9689,0.5096,0.13473,3.451,240.76,2.228,0.004793,1.5107,0.05916
2025-10-27,114107.65,4120.15,198.7,0.9408,0.5013,0.11841,3.282,235.17,2.235,0.004782,1.4321,0.0591
2025-10-28,112898.45,3979.2,194.15,0.9015,0.4606,0.11218,3.223,228.36,2.243,0.004623,1.4969,0.05833
2025-10-29,110021.29,3902.99,193.88,0.9242,0.4431,0.11262,3.285,227.63,2.213,0.005225,1.5158,0.05866
2025-10-30,108322.88,3805.09,184.69,0.838,0.3941,0.10001,3.051,215.14,2.155,0.004414,1.2552,0.05755
2025-10-31,109608.01,3847.99,187.21,0.8716,0.3918,0.09435,3.063,228.45,2.284,0.004614,1.3596,0.05598
2025-11-01,110098.1,3873.77,186.35,0.8859,0.3876,0.0828,3.128,222.96,2.308,0.004659,1.8336,0.05598
2025-11-02,110540.68,3906.58,187.71,0.8808,0.3745,0.08392,3.054,231.37,2.31,0.004357,1.673,0.05595
2025-11-03,106583.04,3603.83,166.06,0.7402,0.3331,0.07766,2.72,199.65,2.017,0.003874,1.4608,0.0539
2025-11-04,101497.22,3287.05,155.03,0.7246,0.3184,0.07287,2.628,188.1,1.902,0.003752,1.3611,0.05302
2025-11-05,103885.16,3424.29,162.37,0.7674,0.332,0.0751,2.725,202.02,1.958,0.004153,1.3851,0.05165
2025-11-06,101346.04,3315.14,155.28,0.7369,0.3096,0.07828,2.596,197.28,1.958,0.003702,1.1929,0.05004
2025-11-07,103339.08,3436.05,161.79,0.8349,0.3339,0.07858,2.777,208.1,2.091,0.004183,1.5049,0.05531
2025-11-08,102312.94,3401.51,158.02,0.8081,0.3206,0.07364,2.77,202.79,2.094,0.003778,1.3754,0.05142
2025-11-09,104722.96,3583.46,164.53,0.8416,0.3269,0.07821,2.802,212.32,2.11,0.00412,1.4569,0.05462
