,BTC,ETH,SOL,LDO,ENA,SQD,PENDLE,AAVE,TON,PUMP,VIRTUAL,SKY
2023-06-09,26477.81,1840.37,17.4,2.157,,,,60.0,,,,
2023-06-10,25841.21,1751.53,15.61,1.813,,,,52.7,,,,
2023-06-11,25925.55,1752.76,15.55,1.828,,,,52.2,,,,
2023-06-12,25905.19,1742.57,15.19,1.792,,,,53.7,,,,
2023-06-13,25934.25,1740.12,15.04,1.776,,,,55.1,,,,
2023-06-14,25128.6,1650.95,14.48,1.681,,,,52.1,,,,
2023-06-15,25598.49,1666.96,14.77,1.684,,,,50.1,,,,
2023-06-16,26345.0,1717.92,15.31,1.754,,,,50.73,,,,
2023-06-17,26516.99,1727.76,15.64,1.791,,,,51.06,,,,
2023-06-18,26339.97,1720.95,15.45,1.713,,,,50.93,,,,
2023-06-19,26844.35,1737.11,16.1,1.774,,,,51.96,,,,
2023-06-20,28307.99,1791.99,16.64,1.859,,,,53.1,,,,
2023-06-21,29993.89,1889.11,17.23,1.957,,,,55.02,,,,
2023-06-22,29884.92,1872.01,16.62,1.889,,,,55.6,,,,
2023-06-23,30688.5,1892.63,17.13,1.931,,,,57.1,,,,
2023-06-24,30527.43,1874.96,16.64,1.83,,,,57.08,,,,
2023-06-25,30462.66,1898.8,16.96,1.936,,,,68.76,,,,
2023-06-26,30267.99,1858.97,16.27,1.924,,,,63.17,,,,
2023-06-27,30692.44,1889.58,16.63,1.955,,,,64.97,,,,
2023-06-28,30077.41,1828.02,15.97,1.856,,,,59.42,,,,
2023-06-29,30447.31,1851.99,17.99,1.875,,,,62.99,,,,
2023-06-30,30472.0,1933.79,18.86,2.053,,,,70.54,,,,
2023-07-01,30585.9,1924.5,18.7,2.137,,,,68.14,,,,
2023-07-02,30617.03,1937.48,19.45,2.124,,,,70.69,,,,
2023-07-03,31156.2,1955.54,19.26,2.238,,,0.854,72.95,,,,
2023-07-04,30766.51,1936.2,19.13,2.149,,,0.9465,77.08,,,,
2023-07-05,30504.81,1910.36,19.0,2.065,,,0.8801,74.6,,,,
2023-07-06,29895.43,1846.17,19.61,1.913,,,0.8631,70.25,,,,
2023-07-07,30344.7,1870.91,21.5,1.933,,,0.9159,74.76,,,,
2023-07-08,30284.63,1865.24,21.81,1.955,,,0.884,73.6,,,,
2023-07-09,30160.71,1862.8,21.32,1.924,,,0.8753,71.84,,,,
2023-07-10,30411.57,1880.4,21.3,1.958,,,0.8111,69.32,,,,
2023-07-11,30622.1,1878.3,22.07,1.914,,,0.7686,73.31,,,,
2023-07-12,30380.0,1871.82,21.94,1.883,,,0.7911,75.6,,,,
2023-07-13,31454.23,2004.49,26.01,2.289,,,0.806,79.18,,,,
2023-07-14,30312.01,1937.83,26.67,2.349,,,0.9059,81.12,,,,
2023-07-15,30289.52,1931.41,27.46,2.312,,,0.8787,79.04,,,,
2023-07-16,30231.99,1922.11,27.42,2.176,,,0.873,76.83,,,,
2023-07-17,30138.0,1911.2,26.8,2.06,,,0.8813,75.15,,,,
2023-07-18,29859.13,1897.21,25.54,2.031,,,0.8521,72.06,,,,
2023-07-19,29909.21,1888.63,26.31,2.081,,,0.7964,71.71,,,,
2023-07-20,29800.0,1891.59,25.38,2.056,,,0.811,72.52,,,,
2023-07-21,29901.72,1891.73,25.5,2.022,,,0.7929,74.36,,,,
2023-07-22,29794.0,1866.52,24.52,1.996,,,0.7571,71.74,,,,
2023-07-23,30083.75,1888.73,24.76,2.046,,,0.7626,72.28,,,,
2023-07-24,29176.5,1850.0,23.37,1.979,,,0.6907,70.28,,,,
2023-07-25,29228.91,1857.66,23.27,1.956,,,0.7072,70.09,,,,
2023-07-26,29351.96,1872.0,25.17,1.927,,,0.7392,72.0,,,,
2023-07-27,29222.78,1861.28,25.1,1.916,,,0.7834,72.48,,,,
2023-07-28,29314.14,1874.19,24.82,1.928,,,0.8149,72.8,,,,
2023-07-29,29352.9,1880.46,25.17,1.947,,,0.7422,74.37,,,,
2023-07-30,29281.09,1861.79,24.25,1.893,,,0.7089,70.86,,,,
2023-07-31,29232.25,1856.14,23.73,1.846,,,0.7266,65.37,,,,
2023-08-01,29705.99,1873.47,24.05,1.946,,,0.7423,65.6,,,,
2023-08-02,29186.01,1839.9,23.15,1.853,,,0.712,64.46,,,,
2023-08-03,29193.64,1835.81,22.65,1.865,,,0.7039,62.99,,,,
2023-08-04,29113.99,1830.23,22.8,1.836,,,0.703,64.2,,,,
2023-08-05,29072.13,1836.48,22.65,1.852,,,0.7064,64.49,,,,
2023-08-06,29088.42,1830.28,23.2,1.832,,,0.7364,65.94,,,,
2023-08-07,29211.06,1829.1,23.12,1.845,,,0.7217,64.94,,,,
2023-08-08,29770.42,1856.3,24.22,1.858,,,0.7275,66.27,,,,
2023-08-09,29581.99,1855.35,24.38,1.887,,,0.7017,67.34,,,,
2023-08-10,29455.75,1852.47,24.62,1.861,,,0.7018,67.09,,,,
2023-08-11,29426.03,1848.84,24.62,1.858,,,0.6979,65.96,,,,
2023-08-12,29430.17,1849.93,24.91,1.841,,,0.6972,66.2,,,,
2023-08-13,29303.84,1840.73,24.23,1.818,,,0.7111,65.65,,,,
2023-08-14,29430.93,1845.5,25.18,1.848,,,0.7149,65.56,,,,
2023-08-15,29200.0,1828.98,23.9,1.731,,,0.6276,63.52,,,,
2023-08-16,28730.51,1807.81,22.82,1.696,,,0.5971,60.38,,,,
2023-08-17,26623.41,1681.49,21.66,1.624,,,0.5158,55.43,,,,
2023-08-18,26054.0,1661.59,21.34,1.634,,,0.541,55.84,,,,
2023-08-19,26100.01,1669.67,21.9,1.65,,,0.5498,56.59,,,,
2023-08-20,26189.99,1685.24,21.77,1.671,,,0.5554,57.12,,,,
2023-08-21,26126.92,1667.55,21.2,1.622,,,0.5391,55.55,,,,
2023-08-22,26056.0,1634.99,20.59,1.632,,,0.533,54.94,,,,
2023-08-23,26432.72,1679.61,21.74,1.689,,,0.591,57.18,,,,
2023-08-24,26180.05,1661.16,21.06,1.638,,,0.5889,57.49,,,,
2023-08-25,26060.01,1653.8,20.42,1.557,,,0.6092,56.96,,,,
2023-08-26,26017.37,1647.04,20.29,1.599,,,0.6004,56.69,,,,
2023-08-27,26101.77,1658.33,20.79,1.589,,,0.6217,58.35,,,,
2023-08-28,26120.0,1653.08,20.56,1.58,,,0.6123,58.27,,,,
2023-08-29,27716.34,1729.42,21.79,1.674,,,0.6833,59.58,,,,
2023-08-30,27299.99,1705.23,20.82,1.639,,,0.6788,57.77,,,,
2023-08-31,25940.78,1645.76,19.74,1.563,,,0.6316,55.56,,,,
2023-09-01,25805.05,1629.12,19.33,1.531,,,0.6587,54.53,,,,
2023-09-02,25869.51,1637.03,19.5,1.527,,,0.6093,55.22,,,,
2023-09-03,25971.21,1635.84,19.57,1.526,,,0.6118,54.8,,,,
2023-09-04,25826.02,1630.51,19.52,1.552,,,0.6138,54.7,,,,
2023-09-05,25792.1,1634.45,20.26,1.569,,,0.6042,55.54,,,,
2023-09-06,25759.95,1633.15,19.64,1.578,,,0.6086,55.13,,,,
2023-09-07,26255.0,1648.11,19.92,1.604,,,0.6069,56.33,,,,
2023-09-08,25910.5,1636.44,19.61,1.542,,,0.5935,56.5,,,,
2023-09-09,25901.61,1635.54,19.44,1.532,,,0.6211,56.21,,,,
2023-09-10,25841.61,1617.42,18.24,1.482,,,0.584,54.03,,,,
2023-09-11,25162.52,1551.85,17.72,1.451,,,0.5433,52.12,,,,
2023-09-12,25840.1,1592.97,17.92,1.464,,,0.554,53.04,,,,
2023-09-13,26222.0,1607.62,18.4,1.486,,,0.5621,53.59,,,,
2023-09-14,26522.73,1626.47,18.85,1.5,,,0.5748,54.37,,,,
2023-09-15,26600.0,1641.29,19.14,1.531,,,0.607,55.85,,,,
2023-09-16,26559.67,1634.4,19.12,1.535,,,0.6242,59.17,,,,
2023-09-17,26527.51,1622.48,18.81,1.51,,,0.5972,59.34,,,,
2023-09-18,26762.51,1636.66,19.64,1.546,,,0.6047,60.56,,,,
2023-09-19,27210.26,1643.12,20.03,1.575,,,0.6475,61.83,,,,
2023-09-20,27125.0,1622.26,20.29,1.565,,,0.6686,65.5,,,,
2023-09-21,26568.08,1583.94,19.46,1.482,,,0.6475,62.5,,,,
2023-09-22,26580.14,1593.08,19.43,1.492,,,0.6651,64.4,,,,
2023-09-23,26575.96,1593.86,19.49,1.497,,,0.6329,62.97,,,,
2023-09-24,26248.38,1580.71,19.36,1.465,,,0.6189,61.74,,,,
2023-09-25,26304.81,1588.33,19.39,1.474,,,0.6228,62.23,,,,
2023-09-26,26221.67,1594.01,19.03,1.465,,,0.6267,61.12,,,,
2023-09-27,26372.99,1598.64,19.14,1.472,,,0.6313,60.7,,,,
2023-09-28,27021.39,1652.99,19.96,1.6,,,0.7108,65.69,,,,
2023-09-29,26906.96,1667.45,20.28,1.637,,,0.725,66.06,,,,
2023-09-30,26962.56,1670.89,21.37,1.71,,,0.7216,67.56,,,,
2023-10-01,27992.57,1733.79,23.87,1.695,,,0.7642,72.21,,,,
2023-10-02,27494.51,1662.4,23.37,1.564,,,0.7168,69.15,,,,
2023-10-03,27426.46,1656.88,23.6,1.573,,,0.673,65.07,,,,
2023-10-04,27778.57,1646.58,23.13,1.586,,,0.6835,66.67,,,,
2023-10-05,27410.39,1611.79,22.7,1.532,,,0.6605,66.91,,,,
2023-10-06,27931.09,1645.03,23.41,1.562,,,0.6772,68.88,,,,
2023-10-07,27956.67,1633.57,23.3,1.568,,,0.6791,66.74,,,,
2023-10-08,27917.05,1632.84,23.22,1.592,,,0.6804,66.04,,,,
2023-10-09,27590.12,1580.13,22.1,1.526,,,0.6529,63.3,,,,
2023-10-10,27390.12,1567.63,22.11,1.541,,,0.6299,64.08,,,,
2023-10-11,26875.52,1566.87,22.01,1.525,,,0.6198,63.29,,,,
2023-10-12,26759.63,1539.61,21.28,1.504,,,0.6077,62.96,,,,
2023-10-13,26862.0,1552.16,21.84,1.561,,,0.6098,63.69,,,,
2023-10-14,26852.48,1554.94,22.0,1.598,,,0.6267,64.27,,,,
2023-10-15,27154.15,1557.77,21.93,1.607,,,0.6391,63.96,,,,
2023-10-16,28500.78,1599.42,23.95,1.6,,,0.7186,64.79,,,,
2023-10-17,28395.91,1565.01,23.93,1.545,,,0.6925,62.6,,,,
2023-10-18,28320.0,1563.44,23.42,1.492,,,0.6887,62.03,,,,
2023-10-19,28713.71,1566.57,24.93,1.472,,,0.6836,63.91,,,,
2023-10-20,29669.04,1603.89,27.03,1.534,,,0.7373,65.9,,,,
2023-10-21,29909.8,1628.94,29.32,1.637,,,0.7362,70.06,,,,
2023-10-22,29992.46,1663.7,29.05,1.717,,,0.7717,79.27,,,,
2023-10-23,33069.99,1765.46,31.88,1.795,,,0.8195,84.88,,,,
2023-10-24,33922.73,1784.98,30.17,1.848,,,0.7913,83.51,,,,
2023-10-25,34496.05,1787.15,32.44,1.875,,,0.8063,86.09,,,,
2023-10-26,34151.66,1803.38,32.77,1.854,,,0.8114,80.73,,,,
2023-10-27,33892.02,1779.4,31.73,1.818,,,0.8206,78.33,,,,
2023-10-28,34081.0,1776.2,31.63,1.785,,,0.8915,80.02,,,,
2023-10-29,34525.89,1795.14,32.83,1.825,,,0.8939,84.49,,,,
2023-10-30,34474.73,1809.04,34.94,1.839,,,0.9274,83.68,,,,
2023-10-31,34639.77,1814.67,38.4,1.828,,,0.9198,81.44,,,,
2023-11-01,35421.43,1846.99,41.15,1.882,,,0.9241,89.16,,,,
2023-11-02,34941.59,1800.8,40.23,1.756,,,0.9028,91.97,,,,
2023-11-03,34716.78,1832.71,39.45,1.927,,,0.9052,90.12,,,,
2023-11-04,35062.07,1855.54,42.41,2.033,,,0.94,90.06,,,,
2023-11-05,35011.88,1891.71,41.15,2.017,,,0.9477,89.09,,,,
2023-11-06,35046.09,1900.95,42.16,2.022,,,0.9908,100.22,,,,
2023-11-07,35399.12,1885.27,42.93,1.964,,,0.9579,97.46,,,,
2023-11-08,35624.72,1888.12,43.13,1.949,,,0.9411,100.3,,,,
2023-11-09,36701.09,2121.32,45.29,2.322,,,1.1034,100.81,,,,
2023-11-10,37301.63,2077.72,56.67,2.296,,,1.167,100.26,,,,
2023-11-11,37130.0,2053.17,56.34,2.242,,,1.1372,96.98,,,,
2023-11-12,37064.13,2044.68,56.28,2.27,,,1.0879,99.86,,,,
2023-11-13,36462.93,2053.65,51.6,2.226,,,1.0775,92.95,,,,
2023-11-14,35551.19,1979.39,56.81,2.365,,,1.0335,90.79,,,,
2023-11-15,37858.2,2058.48,65.43,2.447,,,1.0955,95.5,,,,
2023-11-16,36163.51,1961.77,57.8,2.254,,,1.0057,91.06,,,,
2023-11-17,36613.92,1960.82,58.51,2.214,,,1.0859,88.74,,,,
2023-11-18,36568.1,1962.6,58.56,2.246,,,1.1832,88.11,,,,
2023-11-19,37359.86,2011.47,61.1,2.373,,,1.1431,91.52,,,,
2023-11-20,37448.78,2021.4,56.57,2.418,,,1.1018,90.24,,,,
2023-11-21,35741.65,1933.01,51.65,2.207,,,0.9928,84.49,,,,
2023-11-22,37408.34,2063.21,57.56,2.615,,,1.0925,95.41,,,,
2023-11-23,37294.28,2062.2,56.51,2.478,,,1.0774,96.01,,,,
2023-11-24,37713.57,2080.84,56.86,2.498,,,1.1434,99.17,,,,
2023-11-25,37780.67,2083.09,58.82,2.5,,,1.1368,99.57,,,,
2023-11-26,37447.43,2062.33,57.57,2.497,,,1.038,97.91,,,,
2023-11-27,37242.7,2027.5,55.06,2.364,,,1.0201,96.2,,,,
2023-11-28,37818.87,2048.14,58.18,2.338,,,1.0646,96.92,,,,
2023-11-29,37854.64,2028.81,59.31,2.261,,,1.0479,96.5,,,,
2023-11-30,37723.96,2051.96,59.3,2.355,,,1.048,98.26,,,,
2023-12-01,38682.52,2087.24,59.75,2.389,,,1.0731,100.12,,,,
2023-12-02,39450.35,2164.74,63.66,2.428,,,1.1065,104.19,,,,
2023-12-03,39972.26,2192.95,62.98,2.431,,,1.1039,102.72,,,,
2023-12-04,41991.1,2243.37,61.64,2.387,,,1.2421,100.0,,,,
2023-12-05,44073.32,2293.33,61.03,2.402,,,1.35,98.69,,,,
2023-12-06,43762.69,2232.7,61.85,2.265,,,1.221,96.3,,,,
2023-12-07,43273.14,2355.73,67.74,2.507,,,1.2912,98.65,,,,
2023-12-08,44170.99,2358.72,74.94,2.446,,,1.2576,99.49,,,,
2023-12-09,43713.6,2340.49,72.3,2.342,,,1.2202,98.65,,,,
2023-12-10,43789.51,2352.39,74.87,2.388,,,1.2518,97.98,,,,
2023-12-11,41253.4,2225.12,70.25,2.259,,,1.1326,91.62,,,,
2023-12-12,41492.39,2203.46,68.6,2.23,,,1.1298,92.68,,,,
2023-12-13,42869.03,2260.16,70.62,2.309,,,1.1317,94.75,,,,
2023-12-14,43022.26,2315.32,75.68,2.358,,,1.1902,107.12,,,,
2023-12-15,41940.3,2220.5,72.51,2.133,,,1.0929,108.2,,,,
2023-12-16,42278.03,2228.96,73.72,2.166,,,1.1281,104.77,,,,
2023-12-17,41374.65,2196.52,70.87,2.082,,,1.0826,100.1,,,,
2023-12-18,42657.8,2219.43,74.42,2.134,,,1.0708,99.37,,,,
2023-12-19,42275.99,2177.91,73.0,2.051,,,1.0307,101.33,,,,
2023-12-20,43668.93,2202.17,82.21,2.102,,,1.0492,100.11,,,,
2023-12-21,43861.8,2239.61,93.84,2.156,,,1.1077,101.71,,,,
2023-12-22,43969.04,2324.54,97.9,2.437,,,1.1864,100.02,,,,
2023-12-23,43702.16,2308.2,107.88,2.367,,,1.183,99.44,,,,
2023-12-24,42991.5,2264.05,112.45,2.423,,,1.1879,99.61,,,,
2023-12-25,43576.13,2271.35,120.91,2.553,,,1.1737,102.77,,,,
2023-12-26,42508.93,2230.88,112.49,2.424,,,1.1129,102.9,,,,
2023-12-27,43428.85,2378.35,106.91,2.828,,,1.2675,112.0,,,,
2023-12-28,42563.76,2344.15,101.8,2.705,,,1.2236,118.88,,,,
2023-12-29,42066.95,2299.2,106.17,2.923,,,1.1969,112.47,,,,
2023-12-30,42140.28,2291.68,101.9,2.729,,,1.1951,111.02,,,,
2023-12-31,42283.58,2281.87,101.72,2.644,,,1.1882,108.69,,,,
2024-01-01,44179.55,2352.04,109.91,2.913,,,1.2546,116.17,,,,
2024-01-02,44946.91,2355.34,106.73,2.859,,,1.227,110.28,,,,
2024-01-03,42845.23,2209.72,98.52,3.06,,,1.3603,102.66,,,,
2024-01-04,44151.1,2267.11,104.91,3.12,,,1.3989,103.77,,,,
2024-01-05,44145.11,2268.78,99.94,3.558,,,1.4177,102.94,,,,
2024-01-06,43968.32,2240.78,93.77,3.083,,,1.2659,99.43,,,,
2024-01-07,43929.02,2221.42,89.44,2.929,,,1.2485,94.94,,,,
2024-01-08,46951.04,2330.44,97.88,3.124,,,1.2544,99.0,,,,
2024-01-09,46110.0,2344.29,99.36,3.639,,,1.3257,96.46,,,,
2024-01-10,46653.99,2584.38,102.0,3.79,,,1.69,107.08,,,,
2024-01-11,46339.16,2618.01,99.9,3.63,,,1.885,109.63,,,,
2024-01-12,42782.73,2522.54,92.12,3.476,,,1.7475,103.0,,,,
2024-01-13,42847.99,2578.19,95.85,3.353,,,1.7035,106.0,,,,
2024-01-14,41732.35,2472.87,93.81,3.235,,,1.6248,99.42,,,,
2024-01-15,42511.1,2511.78,94.36,3.244,,,1.6924,101.8,,,,
2024-01-16,43137.95,2587.4,97.61,3.433,,,2.0777,103.59,,,,
2024-01-17,42776.1,2530.19,102.1,3.201,,,2.0099,101.38,,,,
2024-01-18,41327.5,2470.81,94.4,3.029,,,1.9254,96.89,,,,
2024-01-19,41659.03,2492.0,93.62,2.958,,,2.162,97.07,,,,
2024-01-20,41696.04,2472.01,92.88,2.893,,,2.0407,97.43,,,,
2024-01-21,41580.33,2457.05,91.09,2.861,,,2.315,96.49,,,,
2024-01-22,39568.02,2314.2,83.84,2.712,,,1.9939,91.73,,,,
2024-01-23,39897.6,2242.6,84.35,2.69,,,2.1148,89.66,,,,
2024-01-24,40084.88,2235.02,88.77,2.887,,,2.4065,89.95,,,,
2024-01-25,39961.09,2218.64,86.91,2.982,,,2.4483,88.82,,,,
2024-01-26,41823.51,2267.68,92.28,3.077,,,2.4034,91.35,,,,
2024-01-27,42120.63,2267.94,94.28,3.064,,,2.3021,91.6,,,,
2024-01-28,42031.06,2256.9,95.98,3.153,,,2.2398,91.16,,,,
2024-01-29,43302.7,2317.6,101.68,3.152,,,2.5959,93.62,,,,
2024-01-30,42941.1,2343.01,101.4,3.023,,,2.7291,93.1,,,,
2024-01-31,42580.0,2283.14,96.96,2.831,,,2.5581,85.88,,,,
2024-02-01,43082.94,2304.28,97.81,2.831,,,2.5496,83.93,,,,
2024-02-02,43200.0,2309.06,100.58,2.819,,,2.876,85.86,,,,
2024-02-03,43011.09,2296.49,97.96,2.762,,,2.9358,85.64,,,,
2024-02-04,42582.88,2289.79,95.49,2.67,,,3.0416,83.24,,,,
2024-02-05,42708.7,2301.83,95.66,2.69,,,2.898,84.19,,,,
2024-02-06,43098.95,2372.64,96.88,2.788,,,3.1479,84.49,,,,
2024-02-07,44349.6,2425.1,101.14,2.894,,,2.9465,84.2,,,,
2024-02-08,45288.65,2419.55,102.76,2.867,,,2.8444,85.16,,,,
2024-02-09,47132.77,2486.56,106.94,2.977,,,3.1697,87.61,,,,
2024-02-10,47751.09,2500.24,109.01,2.96,,,3.1122,88.38,,,,
2024-02-11,48299.99,2507.21,107.46,2.884,,,3.1373,87.28,,,,
2024-02-12,49917.27,2659.99,111.64,3.124,,,3.2044,90.81,,,,
2024-02-13,49699.59,2639.99,112.48,3.104,,,3.2226,89.58,,,,
2024-02-14,51795.17,2774.81,116.97,3.279,,,3.2657,91.0,,,,
2024-02-15,51880.0,2822.59,113.5,3.226,,,3.0993,92.24,,,,
2024-02-16,52124.11,2801.8,110.33,3.242,,,3.0447,94.51,,,,
2024-02-17,51642.64,2785.93,108.92,3.124,,,3.0054,93.91,,,,
2024-02-18,52137.67,2881.2,112.24,3.332,,,2.934,94.65,,,,
2024-02-19,51774.73,2944.8,111.53,3.4,,,2.8519,96.22,,,,
2024-02-20,52258.82,3014.81,108.31,3.25,,,2.7457,93.85,,,,
2024-02-21,51849.39,2967.9,105.03,3.07,,,2.5677,91.72,,,,
2024-02-22,51288.42,2971.4,101.76,2.958,,,2.6823,91.95,,,,
2024-02-23,50744.15,2922.24,99.9,3.09,,,2.7087,94.64,,,,
2024-02-24,51568.22,2992.62,104.01,3.289,,,2.8627,101.14,,,,
2024-02-25,51728.85,3112.59,103.47,3.384,,,2.7722,100.32,,,,
2024-02-26,54476.47,3175.94,109.9,3.621,,,2.8482,102.79,,,,
2024-02-27,57037.34,3242.36,108.36,3.467,,,2.8384,104.75,,,,
2024-02-28,62432.1,3383.1,119.03,3.413,,,2.9542,104.42,,,,
2024-02-29,61130.98,3340.09,125.68,3.363,,,3.1625,105.78,,,,
2024-03-01,62387.9,3433.43,129.43,3.353,,,3.4633,110.52,,,,
2024-03-02,61987.28,3421.4,130.02,3.438,,,3.4134,116.02,,,,
2024-03-03,63113.97,3487.81,130.16,3.317,,,3.2974,112.65,,,,
2024-03-04,68245.71,3627.76,133.27,3.282,,,3.097,114.14,,,,
2024-03-05,63724.01,3553.65,125.31,3.112,,,2.8267,105.75,,,,
2024-03-06,66074.04,3818.59,130.79,3.402,,,3.1021,127.53,,,,
2024-03-07,66823.17,3868.76,143.82,3.455,,,3.2367,133.91,,,,
2024-03-08,68124.19,3883.36,144.79,3.413,,,3.0838,132.63,,,,
2024-03-09,68313.27,3905.21,144.29,3.359,,,3.1157,131.31,,,,
2024-03-10,68955.88,3878.47,144.39,3.282,,,3.0193,126.86,,,,
2024-03-11,72078.1,4064.8,148.83,3.372,,,3.1351,136.74,,,,
2024-03-12,71452.01,3979.96,151.05,3.314,,,3.0273,135.36,,,,
2024-03-13,73072.41,4004.79,163.9,3.432,,,3.0028,142.69,,,,
2024-03-14,71388.94,3881.7,176.65,3.186,,,2.8712,139.42,,,,
2024-03-15,69499.85,3742.19,183.95,2.949,,,2.7379,129.13,,,,
2024-03-16,65300.63,3523.09,182.05,2.718,,,2.5185,118.76,,,,
2024-03-17,68393.48,3644.71,201.86,2.723,,,2.7928,126.91,,,,
2024-03-18,67609.99,3520.46,195.92,2.507,,,2.5903,123.42,,,,
2024-03-19,61937.4,3158.64,169.82,2.308,,,2.4121,109.44,,,,
2024-03-20,67840.51,3516.53,191.77,2.607,,,2.7619,120.11,,,,
2024-03-21,65501.27,3492.85,179.46,2.864,,,3.0635,123.38,,,,
2024-03-22,63796.64,3336.35,175.21,2.756,,,3.0819,118.92,,,,
2024-03-23,63990.01,3329.53,172.65,2.918,,,3.4623,121.4,,,,
2024-03-24,67209.99,3454.98,183.88,3.13,,,3.5611,124.85,,,,
2024-03-25,69880.01,3590.42,188.99,3.308,,,4.0049,127.03,,,,
2024-03-26,69988.0,3587.33,190.46,3.132,,,4.035,130.82,,,,
2024-03-27,69469.99,3501.19,186.33,2.957,,,4.1625,125.0,,,,
2024-03-28,70780.6,3560.49,189.63,2.886,,,4.1379,127.87,,,,
2024-03-29,69850.54,3509.74,192.01,2.802,,,4.398,127.45,,,,
2024-03-30,69582.18,3505.64,194.2,2.785,,,4.5587,123.96,,,,
2024-03-31,71280.01,3645.29,202.45,2.964,,,5.5013,128.31,,,,
2024-04-01,69649.8,3503.8,192.24,2.835,,,5.3294,129.27,,,,
2024-04-02,65463.99,3278.96,181.53,2.597,0.775,,5.239,115.49,,,,
2024-04-03,65963.28,3310.83,185.05,2.547,1.134,,4.8621,114.5,,,,
2024-04-04,68487.79,3327.4,184.0,2.56,0.97,,6.2506,116.35,,,,
2024-04-05,67820.62,3317.85,174.37,2.61,1.018,,5.9612,113.68,,,,
2024-04-06,68896.0,3351.59,178.68,2.536,1.089,,6.456,118.56,,,,
2024-04-07,69360.39,3454.2,179.52,2.695,1.19,,6.7272,122.84,,,,
2024-04-08,71620.0,3694.61,180.68,2.95,1.293,,6.4584,129.18,,,,
2024-04-09,69146.0,3506.39,172.42,2.682,1.241,,6.5256,126.5,,,,
2024-04-10,70631.08,3545.64,173.31,2.621,1.461,,6.989,128.5,,,,
2024-04-11,70006.23,3502.52,172.37,2.555,1.372,,6.7233,117.6,,,,
2024-04-12,67116.52,3237.43,153.16,2.113,1.278,,6.0206,99.81,,,,
2024-04-13,63924.51,3007.01,138.47,1.846,1.046,,5.8828,82.56,,,,
2024-04-14,65661.84,3155.11,151.25,2.11,1.209,,6.8251,87.94,,,,
2024-04-15,63419.99,3101.99,138.51,2.045,1.057,,6.495,84.89,,,,
2024-04-16,63793.39,3084.22,136.22,2.006,0.979,,5.9491,86.72,,,,
2024-04-17,61277.37,2985.41,131.84,1.893,0.925,,6.0182,83.67,,,,
2024-04-18,63470.08,3064.4,142.07,1.989,0.913,,5.9475,85.42,,,,
2024-04-19,63818.01,3056.46,142.5,1.985,0.968,,5.7122,85.76,,,,
2024-04-20,64940.59,3155.79,151.22,2.107,1.083,,6.2897,91.79,,,,
2024-04-21,64941.15,3147.67,148.8,2.085,1.05,,5.8891,91.1,,,,
2024-04-22,66819.32,3200.2,156.95,2.149,1.05,,6.654,96.44,,,,
2024-04-23,66414.0,3219.46,154.75,2.106,0.939,,6.492,94.65,,,,
2024-04-24,64289.59,3140.8,147.78,2.006,0.874,,6.287,90.72,,,,
2024-04-25,64498.34,3155.8,144.84,2.032,0.871,,5.913,91.52,,,,
2024-04-26,63770.01,3131.3,139.23,1.949,0.824,,5.381,89.56,,,,
2024-04-27,63461.98,3255.56,141.31,2.057,0.84,,5.475,91.77,,,,
2024-04-28,63118.62,3263.45,137.99,2.128,0.849,,5.455,90.29,,,,
2024-04-29,63866.0,3216.73,137.77,2.194,0.926,,4.858,89.4,,,,
2024-04-30,60672.0,3014.05,126.77,1.871,0.814,,4.226,83.42,,,,
2024-05-01,58364.97,2972.46,134.64,1.94,0.798,,4.301,83.67,,,,
2024-05-02,59060.61,2986.19,137.58,1.973,0.798,,4.539,84.92,,,,
2024-05-03,62882.01,3102.61,143.69,2.125,0.852,,5.026,88.79,,,,
2024-05-04,63892.04,3117.23,146.05,2.066,0.828,,5.085,89.01,,,,
2024-05-05,64012.0,3136.41,145.73,2.024,0.812,,5.049,90.01,,,,
2024-05-06,63165.19,3062.6,152.82,1.939,0.892,,4.992,87.88,,,,
2024-05-07,62312.08,3005.69,148.03,1.97,0.92,,4.713,87.93,,,,
2024-05-08,61193.03,2974.21,142.18,1.852,0.874,,4.63,86.17,,,,
2024-05-09,63074.01,3036.23,152.57,1.903,0.893,,4.647,89.92,,,,
2024-05-10,60799.99,2909.99,146.01,1.758,0.847,,4.349,83.76,,,,
2024-05-11,60825.99,2912.45,145.42,1.764,0.842,,4.345,82.31,,,,
2024-05-12,61483.99,2929.29,143.43,1.782,0.83,,4.208,83.0,,,,
2024-05-13,62940.08,2950.99,147.54,1.663,0.768,,3.931,82.8,,,,
2024-05-14,61577.49,2881.93,142.03,1.601,0.693,,3.88,80.44,,,,
2024-05-15,66206.5,3032.55,158.52,1.657,0.734,,4.418,86.07,,,,
2024-05-16,65235.21,2944.7,159.37,1.648,0.671,,4.256,85.89,,,,
2024-05-17,67024.0,3092.01,169.44,1.79,0.719,0.17571,4.737,88.29,,,,
2024-05-18,66915.2,3122.94,172.4,1.772,0.754,0.14932,5.037,88.24,,,,
2024-05-19,66274.01,3071.19,169.93,1.726,0.713,0.16796,4.813,85.33,,,,
2024-05-20,71446.62,3661.78,186.7,2.095,0.832,0.13843,6.022,98.03,,,,
2024-05-21,70148.34,3789.6,178.15,2.221,0.886,0.11881,6.419,97.14,,,,
